response_id,age_group,gender,city_tier,primary_hair_concern,hairfall_severity,current_brand,satisfaction_score,willingness_to_pay_inr,purchase_frequency,ingredient_preference,feedback_text
RESP_0353,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,6,250,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0354,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Tresemme,5,399,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0355,25-34,Male,Tier 3,Frizz,Mild (Seasonal),Mamaearth,2,699,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0356,25-34,Female,Tier 2,Dandruff,Mild (Seasonal),Dove,4,499,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0357,25-34,Female,Tier 3,Dandruff,Severe (Visible Thinning),Pantene,6,150,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0358,25-34,Male,Tier 1,Dryness,Severe (Visible Thinning),Dove,1,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0359,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,8,399,Monthly,No Preference,Just marketing gimmicks.
RESP_0360,35-44,Male,Tier 2,Dryness,Moderate (Clumps),Head & Shoulders,10,699,Bi-Monthly,No Preference,I prefer natural smell.
RESP_0361,18-24,Male,Tier 2,Dandruff,Moderate (Clumps),Tresemme,9,399,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0362,55+,Female,Tier 2,Frizz,Severe (Visible Thinning),Generic/Ayurvedic,4,499,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0363,18-24,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,4,399,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0364,45-54,Female,Tier 3,Hairfall,Moderate (Clumps),Head & Shoulders,6,499,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0365,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,4,999,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0366,18-24,Male,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,5,250,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0367,18-24,Male,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,6,499,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0368,18-24,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,3,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0369,25-34,Female,Tier 2,Dandruff,Mild (Seasonal),Dove,9,399,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0370,25-34,Female,Tier 1,Frizz,Mild (Seasonal),Generic/Ayurvedic,8,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0371,25-34,Female,Tier 1,Dryness,Severe (Visible Thinning),Generic/Ayurvedic,2,699,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0372,18-24,Male,Tier 2,Hairfall,Severe (Visible Thinning),Dove,7,150,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0373,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,3,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0374,45-54,Female,Tier 1,Frizz,Moderate (Clumps),Pantene,1,699,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0375,45-54,Female,Tier 1,Frizz,Severe (Visible Thinning),Tresemme,1,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0376,18-24,Male,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,1,699,Monthly,No Preference,Nothing works on my scalp.
RESP_0377,45-54,Female,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,9,150,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0378,25-34,Male,Tier 1,Oily Scalp,Moderate (Clumps),Tresemme,1,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0379,45-54,Female,Tier 1,Dryness,Severe (Visible Thinning),Mamaearth,10,250,Bi-Monthly,No Preference,Nothing works on my scalp.
RESP_0380,35-44,Male,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,2,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0381,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Tresemme,7,399,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0382,18-24,Female,Tier 1,Frizz,Severe (Visible Thinning),Head & Shoulders,7,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0383,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,7,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0384,25-34,Male,Tier 1,Frizz,Moderate (Clumps),Tresemme,10,499,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0385,25-34,Female,Tier 3,Frizz,Mild (Seasonal),Pantene,10,250,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0386,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,5,250,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0387,25-34,Female,Tier 2,Dandruff,Mild (Seasonal),Pantene,4,999,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0388,18-24,Male,Tier 2,Oily Scalp,Mild (Seasonal),Dove,8,499,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0389,18-24,Male,Tier 2,Hairfall,Severe (Visible Thinning),Mamaearth,10,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0390,55+,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,6,250,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0391,35-44,Female,Tier 2,Oily Scalp,Moderate (Clumps),Pantene,4,499,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0392,35-44,Male,Tier 3,Dandruff,Mild (Seasonal),Generic/Ayurvedic,8,250,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0393,55+,Male,Tier 2,Dandruff,Moderate (Clumps),Dove,2,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0394,18-24,Female,Tier 3,Oily Scalp,Severe (Visible Thinning),Head & Shoulders,3,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0395,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,5,499,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0396,18-24,Male,Tier 2,Hairfall,Severe (Visible Thinning),Mamaearth,5,150,Quarterly,No Preference,I prefer natural smell.
RESP_0397,25-34,Female,Tier 1,Oily Scalp,Moderate (Clumps),Generic/Ayurvedic,3,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0398,45-54,Male,Tier 1,Dandruff,Severe (Visible Thinning),Mamaearth,8,499,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0399,45-54,Male,Tier 1,Dryness,Moderate (Clumps),Mamaearth,7,399,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0400,18-24,Female,Tier 1,Dryness,Moderate (Clumps),Dove,8,399,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0401,18-24,Male,Tier 2,Hairfall,Moderate (Clumps),Pantene,1,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0402,45-54,Male,Tier 1,Oily Scalp,Severe (Visible Thinning),Tresemme,9,499,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0403,25-34,Male,Tier 2,Dandruff,Moderate (Clumps),Dove,4,999,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0404,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,10,399,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0405,18-24,Female,Tier 3,Hairfall,Severe (Visible Thinning),Mamaearth,6,999,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0406,18-24,Female,Tier 3,Hairfall,Mild (Seasonal),Tresemme,9,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0407,18-24,Female,Tier 1,Dandruff,Mild (Seasonal),Mamaearth,5,250,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0408,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,3,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0409,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,10,699,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0410,45-54,Female,Tier 2,Dandruff,Severe (Visible Thinning),Head & Shoulders,7,150,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0411,25-34,Female,Tier 3,Hairfall,Moderate (Clumps),Dove,5,499,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0412,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,6,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0413,35-44,Male,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,6,399,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0414,18-24,Male,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,8,150,Bi-Monthly,No Preference,I want something that actually stops hairfall.
RESP_0415,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,8,499,Bi-Monthly,No Preference,Just marketing gimmicks.
RESP_0416,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,6,250,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0417,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,5,250,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0418,18-24,Male,Tier 1,Dryness,Severe (Visible Thinning),Head & Shoulders,9,499,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0419,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,1,699,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0420,35-44,Male,Tier 2,Frizz,Mild (Seasonal),Head & Shoulders,6,250,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0421,35-44,Male,Tier 1,Dryness,Moderate (Clumps),Mamaearth,2,699,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0422,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,9,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0423,45-54,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,7,150,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0424,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Dove,1,699,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0425,25-34,Female,Tier 3,Oily Scalp,Moderate (Clumps),Dove,4,399,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0426,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Dove,2,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0427,18-24,Male,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,6,250,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0428,18-24,Female,Tier 3,Hairfall,Mild (Seasonal),Dove,10,150,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0429,35-44,Female,Tier 1,Frizz,Moderate (Clumps),Pantene,7,250,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0430,25-34,Male,Tier 1,Dryness,Severe (Visible Thinning),Tresemme,7,250,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0431,35-44,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,9,150,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0432,18-24,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,8,399,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0433,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,2,699,Quarterly,No Preference,Just marketing gimmicks.
RESP_0434,45-54,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,2,699,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0435,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,1,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0436,25-34,Male,Tier 3,Dryness,Mild (Seasonal),Tresemme,8,399,Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0437,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,2,699,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0438,18-24,Female,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,9,499,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0439,35-44,Male,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,3,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0440,18-24,Female,Tier 3,Oily Scalp,Mild (Seasonal),Tresemme,10,399,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0441,25-34,Female,Tier 3,Hairfall,Mild (Seasonal),Dove,8,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0442,18-24,Female,Tier 1,Frizz,Severe (Visible Thinning),Mamaearth,8,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0443,18-24,Female,Tier 1,Dryness,Mild (Seasonal),Dove,1,699,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0444,18-24,Male,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,1,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0445,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Tresemme,2,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0446,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,3,699,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0447,35-44,Male,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,4,150,Bi-Monthly,No Preference,Just marketing gimmicks.
RESP_0448,35-44,Male,Tier 2,Hairfall,Moderate (Clumps),Pantene,5,399,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0449,18-24,Female,Tier 1,Oily Scalp,Moderate (Clumps),Tresemme,4,399,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0450,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,4,250,Quarterly,No Preference,I need a solution for post-partum hair loss.
RESP_0451,18-24,Female,Tier 2,Oily Scalp,Mild (Seasonal),Head & Shoulders,8,250,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0452,35-44,Female,Tier 3,Dandruff,Mild (Seasonal),Tresemme,10,499,Quarterly,No Preference,Nothing works on my scalp.
RESP_0453,55+,Male,Tier 3,Hairfall,Severe (Visible Thinning),Tresemme,6,250,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0454,35-44,Male,Tier 1,Dryness,Mild (Seasonal),Dove,6,699,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0455,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,3,699,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0456,55+,Female,Tier 1,Frizz,Moderate (Clumps),Pantene,4,250,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0457,35-44,Male,Tier 2,Dryness,Mild (Seasonal),Mamaearth,7,399,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0458,45-54,Male,Tier 3,Hairfall,Moderate (Clumps),Tresemme,1,699,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0459,25-34,Male,Tier 1,Dandruff,Mild (Seasonal),Mamaearth,8,399,Quarterly,No Preference,I want something that actually stops hairfall.
RESP_0460,45-54,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,10,399,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0461,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,8,499,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0462,18-24,Female,Tier 1,Dryness,Mild (Seasonal),Tresemme,6,250,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0463,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,8,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0464,25-34,Female,Tier 1,Dryness,Mild (Seasonal),Head & Shoulders,8,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0465,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Pantene,8,999,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0466,18-24,Female,Tier 2,Dandruff,Severe (Visible Thinning),Head & Shoulders,7,250,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0467,45-54,Female,Tier 2,Hairfall,Mild (Seasonal),Tresemme,6,699,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0468,45-54,Female,Tier 2,Dandruff,Severe (Visible Thinning),Dove,7,250,Monthly,No Preference,I want something that actually stops hairfall.
RESP_0469,18-24,Female,Tier 2,Hairfall,Mild (Seasonal),Tresemme,6,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0470,25-34,Female,Tier 1,Oily Scalp,Mild (Seasonal),Pantene,7,399,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0471,25-34,Male,Tier 2,Dandruff,Mild (Seasonal),Dove,6,399,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0472,35-44,Male,Tier 1,Dandruff,Moderate (Clumps),Tresemme,3,699,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0473,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Pantene,10,150,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0474,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Tresemme,4,399,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0475,25-34,Female,Tier 3,Oily Scalp,Moderate (Clumps),Tresemme,7,399,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0476,18-24,Male,Tier 3,Hairfall,Severe (Visible Thinning),Dove,3,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0477,45-54,Female,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,3,699,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0478,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,10,499,Quarterly,No Preference,I need a solution for post-partum hair loss.
RESP_0479,45-54,Male,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,9,499,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0480,18-24,Male,Tier 1,Frizz,Severe (Visible Thinning),Tresemme,2,699,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0481,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,1,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0482,35-44,Male,Tier 1,Oily Scalp,Mild (Seasonal),Head & Shoulders,3,699,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0483,45-54,Female,Tier 1,Oily Scalp,Mild (Seasonal),Head & Shoulders,7,999,Quarterly,No Preference,I want something that actually stops hairfall.
RESP_0484,55+,Female,Tier 1,Frizz,Mild (Seasonal),Tresemme,7,399,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0485,45-54,Male,Tier 2,Hairfall,Mild (Seasonal),Pantene,3,699,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0486,25-34,Female,Tier 1,Frizz,Mild (Seasonal),Dove,6,499,Bi-Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0487,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,2,699,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0488,35-44,Male,Tier 2,Dryness,Mild (Seasonal),Tresemme,3,699,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0489,25-34,Male,Tier 2,Frizz,Moderate (Clumps),Tresemme,6,499,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0490,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Pantene,5,699,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0491,35-44,Female,Tier 2,Frizz,Moderate (Clumps),Tresemme,6,399,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0492,35-44,Female,Tier 2,Dryness,Mild (Seasonal),Dove,7,499,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0493,45-54,Male,Tier 2,Hairfall,Severe (Visible Thinning),Dove,4,699,Quarterly,No Preference,Nothing works on my scalp.
RESP_0494,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Head & Shoulders,10,150,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0495,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,9,499,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0496,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,8,399,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0497,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,8,399,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0498,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,1,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0499,45-54,Female,Tier 3,Frizz,Moderate (Clumps),Dove,5,499,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0500,25-34,Female,Tier 3,Dryness,Mild (Seasonal),Head & Shoulders,10,499,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
